x,y,z
1452.8772161463146,17.45161392785001,17.452872862838568
1124.996477107266,17.450493482828136,17.452592735412736
1138.63113839788,17.45056008180085,17.452609386343312
785.6437949368525,17.447556398037264,17.45185838340912
863.447033257269,17.448542675876006,17.452104986206507
838.6698927678965,17.448258148218617,17.452033845318436
1172.0876546485608,17.450713772022443,17.452647811529737
855.494222311869,17.448454035898582,17.452082823472512
1404.719087644841,17.45149689999542,17.452843604564478
863.1095892299167,17.44853896445889,17.452104058238533
826.4738188588008,17.448108616527808,17.45199645747039
1122.493035240877,17.450480990433768,17.45258961208823
1195.6270461824845,17.450814265656213,17.45267293657619
1158.9234981506304,17.45065488492185,17.452633088764497
727.7296234030484,17.446608284316255,17.451621317017874
871.4310658170233,17.448629236759192,17.452126629053787
1052.595731622028,17.450095428332048,17.452493214095533
982.605903625619,17.449624084847724,17.45237536779382
1097.0194233743093,17.45034897629693,17.452556606105173
784.30157447897,17.447536769494736,17.451853475546354
1515.154711958279,17.45174904304331,17.452906643040063
1110.3164115893692,17.45041901897239,17.452574118087313
1065.3713033962663,17.450171600512828,17.452512258691943
994.2821261012291,17.449709680526805,17.452396768714227
1151.3669230453236,17.450620166548923,17.452624408577055
1331.5991208465023,17.451294362265156,17.452792967655327
1514.3134342736996,17.451747328109086,17.45290621428943
1323.521646578546,17.45126990761543,17.452786853675978
712.8976455748399,17.446327627047932,17.45155114035174
1010.9472341164256,17.449826753864432,17.452426039708516
908.4935348551521,17.44900165571454,17.45221974454171
867.5135282771513,17.44858706207274,17.452116084108518
801.7881809984984,17.44778483351824,17.45191550055899
1413.0613254212842,17.45151803179138,17.452848887756627
721.6630099620647,17.44649557567124,17.451593134958426
885.5990029985447,17.44877712466125,17.452163605404824
1444.5344149590012,17.451594488933473,17.452868002897876
1457.0037232068269,17.45162341956333,17.452875235869314
699.1894772204005,17.446052222442535,17.451482276588646
900.0383882366845,17.44892072542553,17.45219950970963
1208.1294487140035,17.45086526957873,17.452685688363257
1391.5146980374964,17.451462672085057,17.452835047186927
1287.6439461421753,17.451155671184036,17.45275829303662
925.1620441969308,17.44915475880805,17.452258024474695
819.5149288602264,17.448020292850188,17.45197437357401
1462.9349658191034,17.45163692211649,17.45287861165229
798.2060868503956,17.447735341140678,17.451903125699307
1024.9302452620993,17.449920615068482,17.452449507078207
861.9637561615182,17.448526329374037,17.452100899079593
1473.3279453874168,17.45166019000516,17.452884428871037
1312.364076565615,17.451235382807525,17.452778222020015
1301.3745786819293,17.451200506793484,17.4527695025501
1138.4393729987914,17.450559161663154,17.45260915629268
1283.7389860494195,17.45114265669391,17.452755039234276
1039.049322421795,17.450011573991663,17.452472248759523
1019.1342660847824,17.44988217767642,17.452439896889906
1597.4658933979747,17.45190396320945,17.45294537454561
1429.2956667756418,17.45155809999148,17.452858905259802
815.6259396312188,17.44796994661737,17.45196178529636
1559.633535574381,17.451835799917788,17.452928333097603
1161.1572005513947,17.45066501809179,17.452635622228943
1531.5965668943104,17.45178199454036,17.452914881238673
1174.405831566309,17.450723937493848,17.452650353066243
768.6681017050196,17.447300530961396,17.45179440696674
821.0997281795175,17.448040604816764,17.45197945225473
1394.5067922922144,17.451470513308728,17.452837007585135
1110.5279154820878,17.45042011281044,17.452574391567087
1185.380802508224,17.450771257722398,17.45266218389969
814.784313729734,17.447958956193553,17.451959037312882
1276.6504785188592,17.45111872633787,17.452749056311774
840.6019869128378,17.448281242386916,17.452039619608346
839.5116807586094,17.448268229621476,17.452036365996026
1643.2701786787304,17.45198027430805,17.45296445298453
1349.370189590914,17.45134662752904,17.452806034635703
1420.5985198251838,17.451536805222783,17.452853581328085
1126.2219362183216,17.45049956764946,17.452594256727743
1083.6009624893447,17.450275665695198,17.452538277046312
1512.4730540463086,17.451743566538006,17.452905273859148
971.8786007010259,17.449542713464247,17.45235502300225
815.9688478094422,17.447974414770332,17.451962902487857
1061.3471242288033,17.450147903327085,17.452506333916933
1111.75371121568,17.450426439997837,17.45257597348097
1193.14624995436,17.45080395419523,17.452670358545866
1074.640443561694,17.45022517523838,17.45252565344195
1387.6032040157806,17.451452344876667,17.45283246526267
1177.5991480024134,17.450737842429398,17.45265382952974
1352.8092567080678,17.45135650490457,17.452808504103167
915.73771725547,17.44906922122984,17.452236637774835
1143.2068526577584,17.45058190014777,17.45261484131283
966.0334065217036,17.449497230794186,17.452343651228585
827.8362385418235,17.448125648763263,17.452000716097547
1806.582606751719,17.45220675445264,17.45302107477111
1108.9918877309256,17.45041215468378,17.452572401887856
981.2718005855418,17.449614110052185,17.45237287385872
1064.2753789695362,17.45016517354808,17.452510651821317
805.7565542052387,17.447838895174964,17.45192901788339
791.5705005788022,17.447641880952485,17.45187975727565
941.2205607372003,17.449294640368738,17.452292998533135
1278.0799568477003,17.45112358421838,17.4527502708499
795.4498875254359,17.4476968044414,17.451893490139025
840.9765047341341,17.448285700584385,17.45204073430168
1480.1548299129274,17.451675208204147,17.45288818357808
924.3753516022421,17.44914771842027,17.45225626418979
990.3327900872891,17.449681067167724,17.45238961471093
1191.9167897126792,17.450798820065437,17.45266907493097
1108.65782863029,17.45041041955335,17.45257196807302
867.6408328344728,17.448588441560272,17.452116429022244
