designation,ra,ra_error,dec,dec_error,l,b
"Gaia DR2 3206837816892318976",79.54291221355295,0.08363205510023787,-8.000917882188274,0.0772418582750178,209.48030504952604,-24.349777842721956
"Gaia DR2 3206819812389418112",79.64655772573099,0.3086052118027534,-8.12563228762587,0.2877813932749625,209.6528323819937,-24.312739086246342
"Gaia DR2 3206824210435928448",79.56918215125751,0.034319389010252145,-8.052385445225928,0.03113639533262209,209.54359976400085,-24.34916964780078
"Gaia DR2 3206772907050197248",79.84474244116437,0.2540380870134799,-8.126023037619534,0.2353255545671143,209.74805964168755,-24.136809783693135
"Gaia DR2 3206820155986800768",79.62750686983378,0.056005247184187534,-8.10223483410725,0.04936038303667942,209.62066166020273,-24.319347529984718
"Gaia DR2 3206838916403945984",79.50456715525033,0.0321552130972416,-7.960560670718469,0.029146196448367783,209.42214320387583,-24.366005221072257
"Gaia DR2 3206823110924303104",79.60473616900703,0.09299276307245131,-8.09741895805219,0.08891289496423817,209.60500492011954,-24.337454808702347
"Gaia DR2 3206819984188112512",79.6244734247341,0.026764419268562892,-8.122607015315653,0.02490632869001281,209.6392733723889,-24.33102754858154
"Gaia DR2 3206825138149200000",79.6371138821779,4.193093148451706,-8.01946247100033,1.9098303560724996,209.54377531525805,-24.274280168724232
"Gaia DR2 3206821255497539072",79.74896376709725,5.053795649773845,-8.05779812811182,4.157002960025497,209.63511164620053,-24.191827342180392
"Gaia DR2 3206748309772790400",80.02436556382611,0.678614179245603,-8.471556499256865,0.6336171121622385,210.17375734044566,-24.12905693881985
"Gaia DR2 3206752016328937088",80.07684606427054,0.39355999185555657,-8.32121438486206,0.3891009334262502,210.05075731580175,-24.016423102125344
"Gaia DR2 3206821289858502912",79.76081348928038,0.07292036298350937,-8.060420009684082,0.06818735151413116,209.6433662458093,-24.182455560640076
"Gaia DR2 3206821118059638144",79.72325150797809,0.03493697130252812,-8.083481353281355,0.03281724291244023,209.64806752068947,-24.22600464423619
"Gaia DR2 3206821873972829184",79.71537914782812,5.383938952326932,-8.070829952279649,5.56984922284284,209.63184666708455,-24.227417934983286
"Gaia DR2 3206819881108896640",79.64090638616243,0.0180824649168432,-8.130060376196884,0.017383137486743014,209.65448682688626,-24.31971290348081
"Gaia DR2 3206820843181730944",79.7459122603417,0.01703773551857838,-8.102080823062975,0.01625079848168552,209.67722159346374,-24.21407316202082
"Gaia DR2 3206755765836223488",79.94481097827482,1.2281451059178858,-8.302140426405455,1.0780285637279101,209.96911024369072,-24.12539787678294
"Gaia DR2 3206843245728386176",79.48088132255718,0.5405146679749995,-7.840761661159491,0.5179190008102881,209.29282611832505,-24.334033375668575
"Gaia DR2 3206824794550588544",79.6598902309904,10.31108589681998,-8.044931357497807,7.071056182824454,209.57976569638083,-24.265289578322626
"Gaia DR2 3206751127272729472",80.05751520017027,0.05909672369397033,-8.380120185579585,0.059917589294430605,210.09950709469578,-24.059475232208666
"Gaia DR2 3206773800403397248",79.79173421667302,0.3305076232946528,-8.122087895974978,0.31079601721859673,209.718836709451,-24.182178406999608
"Gaia DR2 3206821049340160768",79.73585558760763,0.04283212978844626,-8.091203328507204,0.03935485416277134,209.66170242280262,-24.218211665414547
"Gaia DR2 3206839809757482496",79.5010246005714,0.7574004414326988,-7.898102291532607,0.6839684340332823,209.35895164953732,-24.341526234693653
"Gaia DR2 3206750714955868160",80.09547085466679,0.3997109808882597,-8.386621514751429,0.38582857453378067,210.1239523023186,-24.02858982871008
"Gaia DR2 3206773834763137024",79.77309586355614,1.4052572409222042,-8.120750490389563,1.1202542767430417,209.70860361257172,-24.19815058017
"Gaia DR2 3206820774462253696",79.76443290619217,0.03455153420309969,-8.115747703575632,0.03342886364002844,209.69953531216527,-24.203642698329226
"Gaia DR2 3206824897629802624",79.60651264562689,2.385570881477549,-8.051024622821535,2.275962739560823,209.56016755111213,-24.315403010828486
"Gaia DR2 3206766726593824384",79.73953199255354,0.019293066808149278,-8.292143128005845,0.0166570015609338,209.86133697047492,-24.303444944106143
"Gaia DR2 3206820499584357760",79.6991359814429,0.021038493005230717,-8.134579741360309,0.019620523739694754,209.68682002674728,-24.269965622589698
"Gaia DR2 3206751161632468864",80.03200250168217,0.09720986133256551,-8.379208025110986,0.09374424438320263,210.08647373676982,-24.08175292643289
"Gaia DR2 3206843211371580800",79.50902189223625,0.10303907357173518,-7.8437619344550455,0.0978371165686034,209.3093266376006,-24.310367597957274
"Gaia DR2 3206770059488445056",79.71351177757013,0.026152661216968562,-8.264166406970606,0.024270660907325794,209.8213394368822,-24.314262205263663
"Gaia DR2 3206752329863451264",79.87265132029434,0.06445590768383629,-8.437882979494079,0.05364158802388231,210.06842916621056,-24.249149233691217
"Gaia DR2 3206766726593824512",79.74190609232366,0.3294573292844099,-8.295403441874752,0.27107444316129253,209.86568341720198,-24.302768877209598
"Gaia DR2 3206843177010609664",79.50406761312875,1.5627981940774645,-7.8500658547267435,1.1058040535874396,209.31314402336383,-24.31755959158675
"Gaia DR2 3206820293425928064",79.7013793549881,0.064716119062499,-8.1431231185101,0.05809574072320904,209.6963059677152,-24.271738148960566
"Gaia DR2 3206825997142320896",79.55927402347237,0.3148899435931897,-8.01902109845802,0.28928543246159066,209.50598740842767,-24.343239339420983
"Gaia DR2 3206766382996440448",79.78027915299235,0.09320380237435849,-8.328818892643994,0.0760554300286004,209.91692706071265,-24.283356424724396
"Gaia DR2 3206743190173048704",79.8829290501279,0.02719263727033577,-8.484813097113685,0.02482652438629931,210.11957814749016,-24.260597328362607
"Gaia DR2 3206749031328568576",79.90750254826729,0.08000720637632068,-8.472233363300717,0.06889127305004035,210.1188668928428,-24.23323751830177
"Gaia DR2 3206823488881420800",79.5903750370367,0.03324693199191717,-8.054705400895747,0.030951452117630278,209.55605147912797,-24.331365219578466
"Gaia DR2 3206753429375079936",79.82293331457157,0.04854808941030589,-8.39694233042182,0.041816982496435576,210.00440067934605,-24.275371903303142
"Gaia DR2 3206842936490726528",79.5271185215555,3.3412737783994566,-7.853623564376121,2.8316627439069095,209.32773881092868,-24.298660605079128
"Gaia DR2 3206819052178809984",79.65975178791366,0.44238730675371135,-8.143010166938348,0.3985698041550686,209.6762665950255,-24.308676974285728
"Gaia DR2 3206825722264414464",79.58226388630011,0.25812945830201844,-8.043803464767999,0.23858093422745005,209.54142456733817,-24.333758608605674
"Gaia DR2 3206820121627061248",79.63764963441633,0.04708613517894877,-8.10292978743363,0.04400976670830619,209.6262063889797,-24.310642171324837
"Gaia DR2 3206750852394820352",80.12182967075752,0.020290106374333306,-8.365022896091707,0.019606241934343335,210.11523934745338,-23.995677815167102
"Gaia DR2 3206752398582928768",79.85234393789035,0.07837587060963723,-8.423107363306292,0.06543678571063609,210.04419828698045,-24.26071603051774
"Gaia DR2 3206820190346538112",79.63033007086088,0.07147064751753966,-8.097147671346344,0.06487469893453007,209.61700464207823,-24.314595117611322
"Gaia DR2 3206753429375079552",79.82356228673547,0.04509297845728021,-8.396543198452203,0.03933131921349314,210.00430698907283,-24.27463761301905
"Gaia DR2 3206765455283503488",79.81191524422862,0.03426035945728069,-8.352749900317427,0.03070751404148526,209.9555977132342,-24.26575533929468
"Gaia DR2 3206770884122166400",79.69556782495697,0.056835166745742544,-8.251684811035606,0.05188456345353143,209.80046470571645,-24.324716033851352
"Gaia DR2 3206820254769652096",79.72499606820419,0.1988877296651031,-8.144377707370088,0.18056003589319128,209.70884371292595,-24.25130590043214
"Gaia DR2 3206819017819071360",79.67908436028061,0.2686980213495614,-8.14389194362477,0.24242816737512465,209.68639088041422,-24.29188758167292
"Gaia DR2 3206769853330015488",79.72385047672965,0.09530856996692323,-8.277790023710036,0.08166864283098074,209.83970360399508,-24.311067993843743
"Gaia DR2 3206839534876651136",79.53364676941817,0.8618947379710863,-7.91134087429754,0.8460333036916938,209.3876710809558,-24.318406283688212
"Gaia DR2 3206741643983581952",79.9484666192096,0.9690838424249225,-8.55365933549177,0.8979309822900623,210.21859955337632,-24.23250674391522
"Gaia DR2 3206770643602929920",79.7779586284248,1.2413659608662702,-8.216695212146382,1.1973673661393418,209.80537255234717,-24.236097397074715
"Gaia DR2 3206824519673571712",79.55832572222587,0.17938732334798832,-8.024714030485317,0.16391134865370985,209.51113826423042,-24.346596191450054
"Gaia DR2 3206765455283503104",79.8195173293076,0.6662358923946882,-8.353121385411566,0.5475746571793898,209.9595884195093,-24.259161898421844
"Gaia DR2 3206824244795666048",79.57539641566441,0.6706549674757817,-8.053179344866235,0.694545562519385,209.54736308180983,-24.343999157525317
"Gaia DR2 3206818987755872128",79.67544254408503,0.035730383805456296,-8.144761054842474,0.03250321303345326,209.68550335007518,-24.295506644981298
"Gaia DR2 3206820121627060992",79.64392761585809,0.3573156164961184,-8.107480932387917,0.3342585959517967,209.6336963232856,-24.30707146538867
"Gaia DR2 3206750818035082752",80.11086161029426,0.07445240377952618,-8.37469722731356,0.07042403712631913,210.11953969003144,-24.00967457075298
"Gaia DR2 3206765317844553344",79.79638482445368,0.11188560310995288,-8.36613743769788,0.08967339846948977,209.9613857640772,-24.28543993326484
"Gaia DR2 3206820289129393536",79.7055208967633,0.206705191429075,-8.140756344218413,0.18716752239852377,209.69595783779687,-24.267014884298323
"Gaia DR2 3206838778964978688",79.58736682763666,1.855672509855477,-7.919912737080232,1.5536760182923997,209.42192912713958,-24.27447831221366
"Gaia DR2 3206769750250801408",79.7143049415953,0.4108889076389916,-8.276480876747973,0.32716856369787223,209.833853626903,-24.318975113841056
"Gaia DR2 3206819017819074048",79.68894771747719,0.8763368926379215,-8.140318023558489,0.6749102783957922,209.68759316597672,-24.281548029633292
"Gaia DR2 3206769750250801152",79.71737385753399,0.1022753032651598,-8.278451292040419,0.08782174747237632,209.8372614818085,-24.317114598702982
"Gaia DR2 3206750886754559232",80.1045331217776,0.039023982892648815,-8.365209543828195,0.03739501413767482,210.1071986436708,-24.011134832455483
"Gaia DR2 3206819846749330176",79.6598183028363,0.06916102196768137,-8.12335909856147,0.06463260143702379,209.65694496206095,-24.299954309667008
"Gaia DR2 3206825619182588032",79.68373332425286,0.4827393590750556,-7.992663540657805,0.4562027004612508,209.53976844603687,-24.221025609921142
"Gaia DR2 3206818815957178368",79.69497263511246,0.04235791720428158,-8.140808692193684,0.037692036132641785,209.69096040591853,-24.276410794068493
"Gaia DR2 3206820254769653888",79.73038582118197,0.08987693571258314,-8.143370604721392,0.08166737699789929,209.71043131782633,-24.246072794637524
"Gaia DR2 3206747622579296128",79.80495211298472,0.0661212328175671,-8.394234438058568,0.05516538190457277,209.9931630534479,-24.290165024945054
"Gaia DR2 3206838882041595520",79.585586713433,0.7981139907572716,-7.901080307215038,0.7581320990774676,209.40254620517325,-24.26772911650753
"Gaia DR2 3206765249125078656",79.79868827040018,0.044106170108932925,-8.379716162801413,0.034488363157017275,209.9758671923957,-24.289356847854663
"Gaia DR2 3206839981553227136",79.5431815667679,2.1568672226405043,-7.868817168555992,1.8961460036759439,209.35041501706544,-24.29111912463902
"Gaia DR2 3206821461657027840",79.69596519363732,0.056119518390476235,-8.098733572538674,0.05019330798941375,209.6500111910003,-24.256976935776517
"Gaia DR2 3206842936490722432",79.53886948446103,1.4199397140238252,-7.856407299896812,1.5310915928160869,209.33613200785007,-24.289455523876946
"Gaia DR2 3206749374926077568",79.9671563539465,0.05675677138910697,-8.434719918118311,0.049297805092943174,210.11028066817312,-24.163756624283966
"Gaia DR2 3206773598540426624",79.80888290113397,1.21811163335422,-8.130025454239242,1.284695548051942,209.7348491203144,-24.170438980714124
"Gaia DR2 3206820430864875904",79.72247787701305,0.19980489927824194,-8.11778142421681,0.19035685941808744,209.68145624018553,-24.241819106686993
"Gaia DR2 3206750165200057216",80.06204537379585,0.12440701587716045,-8.427603990869407,0.12616985435422118,210.14839099086382,-24.076285805281312
"Gaia DR2 3206749993401364608",80.08811855027193,0.0481703252958667,-8.434182497152035,0.04601712559267741,210.16725613638795,-24.0559938636246
"Gaia DR2 3206820705742782976",79.704624195376,0.07900392473660568,-8.102862699255834,0.07116289160747559,209.65822269291633,-24.251104244275453
"Gaia DR2 3206751024193517312",80.01519918646177,0.01507190349512808,-8.404991724763864,0.01469098055432633,210.10385903250983,-24.10800674063084
"Gaia DR2 3206820259066187136",79.71980025717431,0.33836368928261235,-8.139957971329887,0.3455078831153343,209.7020059512349,-24.25397474344516
"Gaia DR2 3206772013696711424",79.84051886876337,0.027856800452825733,-8.196868997858308,0.026341378150896357,209.81574486023482,-24.171773121941406
"Gaia DR2 3206753188856908544",79.85398442228083,0.041396423515669516,-8.407720272040065,0.037513821083798485,210.02981502939355,-24.252504199591925
"Gaia DR2 3206753871754799616",79.92670780741197,0.28781409590117535,-8.349499657971515,0.26779716876158194,210.00710476436782,-24.162298889194787
"Gaia DR2 3206753463734814848",79.83136349225248,0.10335534079911236,-8.381816194717944,0.08386532909289508,209.99351058016444,-24.261237022231242
"Gaia DR2 3206750233919534080",80.03924029639595,0.3552353316709725,-8.412619975528665,0.3595019960427426,210.1228010114718,-24.08998381245909
"Gaia DR2 3206771876257758464",79.80938218886635,0.02320659855644539,-8.213476652810305,0.019988470182063945,209.81721723798663,-24.206755345878022
"Gaia DR2 3206844104721829376",79.47627630923141,1.0188748612037153,-7.804194822236328,1.0379300231282969,209.25463055857534,-24.321923996432496
"Gaia DR2 3206822389367184000",79.71320420225685,0.04219510671212612,-8.023819179434046,0.0394084391548043,209.5845495662936,-24.20860140257659
"Gaia DR2 3206820495287835776",79.69105633768163,0.2910486830828404,-8.126777590772507,0.24790467895323434,209.6752698672384,-24.2737052204767
"Gaia DR2 3206749031328566656",79.91405998707573,0.3234723835563812,-8.46686774218914,0.2746607382954261,210.11669794472638,-24.225055521485423
"Gaia DR2 3206748236757654784",80.03441152951656,0.4004376178990735,-8.476524796260286,0.3670495158129096,210.18342323172567,-24.122304644514067
"Gaia DR2 3206772632172268288",79.86832253281578,1.2863100612274536,-8.153171853427914,1.6697067513867379,209.78603551187743,-24.127819204243767
"Gaia DR2 3206752398582927104",79.86401636124714,0.13943308196836995,-8.42733719338045,0.1178431765069419,210.05392494052003,-24.25219713159626
"Gaia DR2 3206753223216647680",79.83519926942643,0.037733721323096346,-8.398370450498843,0.031618110816723596,210.01165234632964,-24.265096577539154
"Gaia DR2 3206767684369646976",79.91330825014266,0.12717117242916573,-8.264610283292681,0.11808167517142952,209.91715533686528,-24.136894985031713
"Gaia DR2 3206753429375077504",79.83133725776383,0.029370285432816445,-8.39077479794137,0.02539227300989168,210.00232658608053,-24.265194247269175
"Gaia DR2 3206767856168338560",79.89860361070333,0.2825345641588379,-8.26553575539531,0.2640451329718117,209.9110522592863,-24.150370839308252
"Gaia DR2 3206752054985542912",79.89490860808596,0.0993206891298534,-8.448549305101826,0.08446356951395566,210.08953402400837,-24.234044581280322
"Gaia DR2 3206752398582926336",79.86783109698925,0.12014010474758245,-8.421515746939132,0.10330494702661547,210.0500041206095,-24.246251598694744
"Gaia DR2 3206818919036401152",79.63768184262909,0.01693701744111748,-8.160157679862802,0.016067611951766005,209.68259058414827,-24.335845305183447
"Gaia DR2 3206822075838284800",79.72313149081873,0.17249300372242526,-8.049227145322938,0.16341658268448364,209.61430410008117,-24.21099703137369
"Gaia DR2 3206773491165728640",79.80454757000172,0.6239628329151715,-8.150781760680053,0.6245933880259855,209.75319941061142,-24.183438658814556
"Gaia DR2 3206767753089122432",79.88606966203804,0.15116938868684027,-8.269013822423544,0.13655583441397903,209.90849658598862,-24.163040133643758
"Gaia DR2 3206756380015728000",79.96829606347087,1.0314787918067643,-8.245903830244213,0.8281751601972053,209.9249741839207,-24.079795772807646
"Gaia DR2 3206818850316923776",79.65308324202282,0.36819383009596657,-8.16737732633844,0.33668773402795266,209.6970763858358,-24.325341793108727
"Gaia DR2 3206826714400184064",79.6384023519288,0.02406613218337503,-7.9596011711809975,0.02234135309092742,209.48548923127257,-24.246688747971053
"Gaia DR2 3206754833827484160",80.03168301839852,0.2920718203878917,-8.330496314247547,0.28458364227267624,210.03839064620527,-24.060644471125066
"Gaia DR2 3206772769611224320",79.8230214182722,0.0835834150605888,-8.150338688622101,0.07827148742644854,209.76159592374532,-24.1668271538746
"Gaia DR2 3206768062326771200",79.9247216796681,0.37330628252850245,-8.253654380967339,0.35451206723849576,209.91181802962933,-24.121932236457134
"Gaia DR2 3206772735251486336",79.81685123992803,0.205464465665649,-8.159276811382487,0.1798424551228735,209.7674411519869,-24.176248247192472
"Gaia DR2 3206751741451023232",80.08895434738176,0.38589276332200445,-8.344501857632826,0.39734111808664657,210.07942185373034,-24.015889693606848
"Gaia DR2 3206767993607293056",79.9440449513426,0.3636266324423806,-8.261753186154412,0.3432352113356173,209.92900232561317,-24.108320782698417
"Gaia DR2 3206754627669047040",79.96409114286722,0.22985862716724503,-8.34136755918977,0.2266211620990092,210.01690487647363,-24.12549900943022
"Gaia DR2 3206844375305703040",79.45367120693913,0.015571658799753463,-7.786731124993921,0.014725275261760009,209.22655689378712,-24.334260731878945
"Gaia DR2 3206768062326770560",79.92966684755731,0.19680004251380276,-8.257948521196433,0.18334069783229254,209.91840198716943,-24.11942605904824
"Gaia DR2 3206839152625472512",79.51354576445638,0.031160576688964825,-7.9241937820301915,0.02687071063591846,209.39065601233685,-24.3419473774692
"Gaia DR2 3206826718695934080",79.63701886828959,2.431615240651208,-7.9497334184018005,3.2075889307665686,209.47511733329245,-24.243556045138806
"Gaia DR2 3206753906114539648",79.90879137295688,0.27458874424005036,-8.346149492759563,0.23170944469648241,209.99527051537078,-24.176751730460758
"Gaia DR2 3206820495287830528",79.69304169854976,0.3241861184711662,-8.13276990727774,0.3331686013155671,209.6821205710242,-24.274582913588723
"Gaia DR2 3206753871754801152",79.9193937855034,0.17743931959907233,-8.346079516783034,0.1610683615009752,210.0002529319726,-24.167297338883845
"Gaia DR2 3206756276936508672",79.96316487670998,0.25184510465870963,-8.264933564310642,0.22902789697667472,209.94124769836895,-24.092726282346693
"Gaia DR2 3206749679866686080",79.96165674357597,0.7833700973862107,-8.414605307266996,0.8010875024688074,210.08785395746247,-24.159819440704812
"Gaia DR2 3206767959247557504",79.89238914683808,0.23008419667618393,-8.247365669465301,0.21314636001887172,209.89020474282535,-24.147901032563862
"Gaia DR2 3206823454521862016",79.56915460975983,0.04939899437851258,-8.069048951265081,0.04511021246198444,209.55999914051017,-24.35654956728496
"Gaia DR2 3206839981553233024",79.53482570586503,0.5513301640998195,-7.868334719491095,0.5644970481804228,209.34592040526354,-24.298327638819572
"Gaia DR2 3206767890528080384",79.89986300980817,0.05661778741789554,-8.248923888186967,0.053273742138235464,209.89530426631327,-24.1419442670129
"Gaia DR2 3206768715161803904",79.8825733619548,0.13015081821672383,-8.236021611500986,0.11700767000196126,209.87435644428265,-24.151633307302596
"Gaia DR2 3206750848097814784",80.12015227862891,0.527817563192199,-8.36935818641785,0.5376610011481203,210.1187055445715,-23.99907214792416
"Gaia DR2 3206756311296248064",79.98377753766576,0.12670903852938697,-8.260499055391683,0.12419288096877251,209.94671179669183,-24.072455948850404
"Gaia DR2 3206842829117571328",79.48257643608797,0.40247634404807076,-7.882244022916464,0.39321920954258854,209.3344662693032,-24.350894409253456
"Gaia DR2 3206768165405990400",79.9686427501412,0.5986381585031038,-8.234351703031301,0.6292785830590406,209.91377677516567,-24.07440546052521
"Gaia DR2 3206746213830025344",79.85215460558338,0.07394596239708226,-8.459351014618733,0.0628378095753411,210.07983412250894,-24.27678642232908
"Gaia DR2 3206768165405989120",79.97038877178564,1.0513145518195017,-8.24138024119957,1.00999849624402,209.9215225982404,-24.075945870010035
"Gaia DR2 3206826684334488960",79.62909214262865,1.3194549601910797,-7.964974036995415,1.186719013811943,209.48630566486202,-24.257334420914535
"Gaia DR2 3206768131046250880",79.95698202312026,0.421619621570688,-8.241269752634675,0.4030916013921841,209.9150202887511,-24.08781260789168
"Gaia DR2 3206767959247558784",79.89168960806632,0.7493518370823852,-8.241692322297817,0.6700245951298,209.88428766056595,-24.146026634869305
"Gaia DR2 3206743220235852800",79.8930966827766,2.3514039250272494,-8.476898717110222,1.9439039779796083,210.11661293886917,-24.248088896558862
"Gaia DR2 3206743018374358912",79.87900583179082,0.03640754868010386,-8.503867447420545,0.033352307003171565,210.13649774964114,-24.272438120026997
"Gaia DR2 3206768165405989632",79.96604044456632,0.1658114751562417,-8.240304164455605,0.1593764631243328,209.91839052403958,-24.07933708359385
"Gaia DR2 3206772838330706688",79.86018878466581,0.33182405904849016,-8.143036797090765,0.31914996634207354,209.7721789816893,-24.130581675701478
"Gaia DR2 3206756380015726208",79.9597700105176,0.23699700050081865,-8.25381769261051,0.2228267656246037,209.92869348310657,-24.090854557026038
"Gaia DR2 3206753012761331328",79.93353297306949,0.18565287097583813,-8.37016918975581,0.16947513871636496,210.0307079087214,-24.16531071102854
"Gaia DR2 3206767959247559168",79.89607460671418,0.5878263115883178,-8.240439805103481,0.5529590621660798,209.88514755055752,-24.14157846134218
"Gaia DR2 3206818884676659456",79.66553251094166,0.33760613693345864,-8.156913916451755,0.3361168996574757,209.69272869901482,-24.309668688778302
"Gaia DR2 3206768234125469056",79.96108847110493,0.35761215351441566,-8.221038484183833,0.35885937614099367,209.89707940069533,-24.075261263418398
"Gaia DR2 3206769161838404864",79.88106648369869,0.14393199206381269,-8.221253413999948,0.13826040384539223,209.85910406065443,-24.14647333124028
"Gaia DR2 3206768371564423040",79.91559962079772,0.3180556715657222,-8.217132014209671,0.27846530464962876,209.87153202985888,-24.11396933324227
"Gaia DR2 3206749615444269568",79.97724110972072,0.7000186611804157,-8.422001181377656,0.7807996451053226,210.10255149161858,-24.14921193065677
"Gaia DR2 3206768474643637760",79.92132689292968,0.21775571050743328,-8.21981207259187,0.20403645252755964,209.87690185002901,-24.110058912796422
"Gaia DR2 3206773151864881152",79.77083893529425,0.05403238133455059,-8.157491376819843,0.05261695880412338,209.74368354647163,-24.216349084786422
"Gaia DR2 3206750641939383680",80.12827087600246,0.20026328395716425,-8.372470010478319,0.19194675683774978,210.125625610419,-23.993221449268596
"Gaia DR2 3206819808093070976",79.64972733871146,0.08166620264581598,-8.123642629110854,0.07727432607810349,209.65239100981591,-24.30904547893888
"Gaia DR2 3206754322728260352",79.96177738557665,0.01961088733685106,-8.366946300869424,0.01865713174029254,210.04098312680026,-24.138790317757888
"Gaia DR2 3206768925617063808",79.82755400310069,0.12277963662903855,-8.226745053553524,0.10462097800219555,209.8389586838433,-24.196446911887218
"Gaia DR2 3206751608309095040",80.06847130146967,0.0420489782598214,-8.348509297889402,0.039550878671203805,210.07361889354505,-24.035856718108864
"Gaia DR2 3206773083145405184",79.7844014352337,0.3711634353457859,-8.175846667001549,0.34374689451004037,209.76823621111882,-24.212383700630685
"Gaia DR2 3206754254008783360",79.98065352926773,0.07540630618268349,-8.383151539000249,0.07037398581095318,210.06592236605488,-24.12912742052889
"Gaia DR2 3206755697117795456",79.90423487329831,0.11329691193714869,-8.317384930667439,0.10013366099580359,209.96477685196933,-24.16816222936631
"Gaia DR2 3206749611147207168",79.97782115907192,0.40674764990873097,-8.422557497288945,0.3985658163995602,210.1033752558249,-24.14894042319083
"Gaia DR2 3206768959976800512",79.84341019194447,0.0832782820586916,-8.226617477468853,0.07738082481478903,209.84640488157942,-24.18229944998709
"Gaia DR2 3206766898392668032",79.81027521172295,0.15281872911831565,-8.301345879016532,0.1426152301870957,209.90417191518273,-24.24462022475317
"Gaia DR2 3206773117505311360",79.79861467969342,0.02787529071169931,-8.163366136825285,0.030848844728966745,209.76274720115143,-24.194255395969428
"Gaia DR2 3206773632901386752",79.82419986766904,0.03129664867694618,-8.136961130211935,0.03009182366133068,209.74899746680217,-24.159884966551562
"Gaia DR2 3206773907779114624",79.80503526049257,0.045418255613149446,-8.10783510680325,0.04171692577190054,209.71117741391907,-24.164075728583335
"Gaia DR2 3206773048785667584",79.76889707508852,0.2227132158323027,-8.16998397044379,0.19754958655457738,209.75505212112358,-24.223578657283998
"Gaia DR2 3206818536782713600",79.63443102006332,0.1355135224945789,-8.165971745455154,0.13186820028357535,209.6867622314803,-24.341296115123573
"Gaia DR2 3206747347700763008",79.8204241860808,8.739859147252632,-8.411200639241041,7.533734726387499,210.0172590937012,-24.2838617110626
"Gaia DR2 3206768509003377792",79.93559274806474,0.19027182361301356,-8.208325885241027,0.18733170571726876,209.87241097734778,-24.092325104638356
"Gaia DR2 3206768856897586048",79.84570720574634,0.024094128843447485,-8.232591674754563,0.022765325399188453,209.8533822066287,-24.18288735170688
"Gaia DR2 3206769402356575744",79.8866115694453,0.4147033734982747,-8.201841011565879,0.3699860580810444,209.84265050359164,-24.13300036980343
"Gaia DR2 3206772155432470912",79.79296837444676,0.5261661011227412,-8.198001849186287,0.5123596510075765,209.79414051714429,-24.214528313011634
"Gaia DR2 3206820426568360832",79.73005476630769,0.29701394848732404,-8.124669549853767,0.2693367184728548,209.69186337530306,-24.238123470826526
"Gaia DR2 3206753017058204544",79.9362143630343,0.025045158190613467,-8.372342590658125,0.02303581450293643,210.03412490530323,-24.163881778004843
"Gaia DR2 3206773323663575040",79.73544815626634,0.044169297713492636,-8.144213814503617,0.04373876800752795,209.7136837292252,-24.24194612487133
"Gaia DR2 3206749787242798848",79.9715243455243,0.1661311492348773,-8.411131476243213,0.154901280742658,210.08912782162705,-24.149523721066213
"Gaia DR2 3206767826105437184",79.86685960667553,0.022710955135026065,-8.269024830642309,0.02130821080482332,209.89934261027756,-24.180117826003123
"Gaia DR2 3206767516867792768",79.87783997278058,0.5227362252637351,-8.286356503036222,0.4909174633182929,209.92164335438923,-24.177981070426096
"Gaia DR2 3206769161838405888",79.8882320395941,0.32132579127413874,-8.214149614036332,0.3039062343334121,209.85553467635822,-24.13697855082886
"Gaia DR2 3206773083144975104",79.78226441516495,4.667705944898122,-8.17748471329082,4.357154922922698,209.7688269936693,-24.215004265172745
"Gaia DR2 3206753837395055744",79.91533297649798,0.139218270982065,-8.363785700151674,0.12865870645310154,210.01575397521705,-24.178684183260728
"Gaia DR2 3206772224151947776",79.78517556879855,0.020366594573560114,-8.191058462946005,0.019382174724323905,209.7835807111731,-24.218395722293824
"Gaia DR2 3206772808267486464",79.85665722220696,0.057917550394770284,-8.151568952728983,0.0565950836865937,209.77888402400757,-24.13747931282148
"Gaia DR2 3206753910411402752",79.89874874714269,1.140034616152875,-8.34397191212154,0.9108476939367368,209.98834106509761,-24.184721116960887
"Gaia DR2 3206743082797108480",79.86850949309913,0.5388196961397791,-8.481716957578387,0.4259894021918124,210.10966637536734,-24.272057485493796
"Gaia DR2 3206772155432471680",79.78795609321178,0.09737205795737529,-8.197977100746503,0.0941698109808727,209.79172076938625,-24.21897159277382
"Gaia DR2 3206821319921561472",79.67248779040662,0.20434377853772906,-8.120662860191281,0.18529718048593585,209.66035756314818,-24.28750814578074
"Gaia DR2 3206822183208768768",79.7090431828166,0.5168213153951966,-8.051360149488847,0.5082640685029659,209.60965218539877,-24.224455806593237
"Gaia DR2 3206768856897587456",79.84044068350308,0.2911464537843773,-8.240322927301287,0.2747632799777139,209.85847831042565,-24.19096995960064
"Gaia DR2 3206752810899774720",79.94592212149132,0.0722248600644898,-8.384176735129419,0.06695627827092432,210.0504001484465,-24.16044918425526
"Gaia DR2 3206769333637100672",79.90804387542683,0.41083537173822204,-8.185418609790277,0.4058884605041765,209.8367285145415,-24.10672308964954
"Gaia DR2 3206821285561525248",79.76016091462643,0.02963578479974303,-8.05232726239472,0.027703722939031915,209.63509296729205,-24.179464314949083
"Gaia DR2 3206767551227529984",79.88919491598884,0.14424153174720925,-8.285081125144782,0.129857939828852,209.92580350737705,-24.16732842709669
"Gaia DR2 3206753910411402624",79.90501240587723,0.1910671129932693,-8.347714747057932,0.17814135800084543,209.99501134616412,-24.180798182308898
